Did developing the vaccines so quickly compromise safety?,"COVID-19 vaccines are held to the same safety standards as all other vaccines in the U.S. These vaccines were reviewed by the federal government and the state of California to ensure safety and effectiveness. The FDA, CDC, and ACIP have all evaluated the trial information and determined the vaccines to be safe, effective, and of high quality.


Vaccines must go through a rigorous 3-phase testing and inspection before FDA authorization:

Phase 1: The vaccine is tested in a small number of generally healthy adults, usually between 20 and 80 people. It’s evaluated for safety, dosage, and any side effects. Experts also look at what type of immune response is created.

Phase 2: If there are no safety concerns from Phase I studies, the vaccine is given in various dosages to hundreds of adults who may have a variety of health issues and come from different backgrounds to make sure it is safe. These studies provide additional safety information on common short-term side effects and risks, examine the relationship between the dose given and the immune response, and may provide initial information regarding the effectiveness of the vaccine.

Phase 3: Experts broaden the study to include thousands of adults, from a variety of ages and backgrounds. They see how many people who got the vaccine were protected from the disease, compared to those who received a placebo.

After a vaccine is authorized by the FDA and made available to the public, experts are continuing to monitor the safety of COVID-19 vaccines to make sure even very rare side effects are identified and appropriate precautions are taken.


None of the normal steps in the vaccine vetting process were skipped in order to quickly develop these vaccines. Rapid development was possible because:

1. manufacturing started while the clinical trials were still underway (normally manufacturing doesn’t begin until after completion of the trials)
2. mRNA vaccines are faster to produce than other kinds of vaccines
3. FDA and CDC were and are prioritizing the review process for COVID-19 vaccines
4. researchers used existing clinical trial networks to quickly begin conducting the COVID vaccine trials."
Did the clinical trials include people like me?,"Researchers made sure that the trials included adults of diverse backgrounds, races, ethnicities, and geographic areas. They collaborated with faith leaders, community organizations, and health clinics to reach volunteers from many different walks of life across the United States."
Do I have to show proof of citizenship to get a vaccine?,No. CDC does not require United States citizenship for individuals to receive a COVID-19 vaccine.
Do I need 1 shot or 2 shots?,"It depends on which vaccine you get. Both the Moderna and Pfizer vaccines are given in two shots, one at a time and spaced apart. The second shot of the Moderna vaccine should be given 28 days after your first shot, and the second shot of the Pfizer vaccine should be given 21 days after your first shot. The different types of vaccine are not interchangeable, so your doctor or pharmacist will help make sure you get the same type of vaccine for both shots if applicable.

The Johnson & Johnson/Janssen vaccine only requires one shot. As of April 13, CDC and FDA have recommended a pause in the use of the Johnson and Johnson’s Janssen COVID-19 Vaccine in the United States out of an abundance of caution. 

The vaccines may work in slightly different ways, but all types of the vaccines will help protect you. It takes time for your body to build immunity after vaccination, so you might not get full protection until two weeks after your final shot for two-dose vaccines.

"
Do I need to wear a mask and avoid close contact with others if I have gotten 2 doses of the vaccine?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Do I still have to wear a mask?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Do I still need to follow the public health orders and directives after I have been fully vaccinated?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Do I still need to mask and social distance after getting vaccinated?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Do I still need to quarantine after being exposed to someone with COVID-19 if I've been fully vaccinated?,"No, if you meet all of the following criteria:

- Your exposure occurred after 14 days and less than 90 days after the completion of your vaccine series
- You do not have any COVID-19 symptoms
- You are not an inpatient or resident in a healthcare setting or facility"
Do I still need to wear a mask if I get vaccinated?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Do vaccines protect against new variants that have surfaced in the US?,"Current data suggests that the COVID-19 vaccines recommended in the United States provide protection against new forms or variants of the COVID-19 virus. For this reason, COVID-19 vaccines are an essential tool to protect people against COVID-19, including against new variants. CDC recommends getting vaccinated as soon as a vaccine is available to you."
How are COVID-19 vaccines authorized and approved for use?,"Researchers began developing vaccines for COVID-19 in January 2020, based on decades of understanding immune response and how vaccines work. Thousands of volunteers participated in clinical trials that started that spring, making sure we can trust the vaccines to be safe and effective.

Based on the results, the U.S. Food and Drug Administration (FDA) has authorized multiple vaccines for public use. Recommended vaccines have met the agency’s rigorous and science-based standards for quality, safety, and effectiveness.

COVID-19 is a new virus requiring new vaccines, but vaccines have been saving lives and protecting us for centuries. Now, medical experts believe COVID-19 vaccines can help us move forward in our everyday lives."
How are vaccines tested for safety?,"COVID-19 vaccines are held to the same safety standards as all other vaccines in the U.S. These vaccines were reviewed by the federal government and the state of California to ensure safety and effectiveness. The FDA, CDC, and ACIP have all evaluated the trial information and determined the vaccines to be safe, effective, and of high quality.


Vaccines must go through a rigorous 3-phase testing and inspection before FDA authorization:

Phase 1: The vaccine is tested in a small number of generally healthy adults, usually between 20 and 80 people. It’s evaluated for safety, dosage, and any side effects. Experts also look at what type of immune response is created.

Phase 2: If there are no safety concerns from Phase I studies, the vaccine is given in various dosages to hundreds of adults who may have a variety of health issues and come from different backgrounds to make sure it is safe. These studies provide additional safety information on common short-term side effects and risks, examine the relationship between the dose given and the immune response, and may provide initial information regarding the effectiveness of the vaccine.

Phase 3: Experts broaden the study to include thousands of adults, from a variety of ages and backgrounds. They see how many people who got the vaccine were protected from the disease, compared to those who received a placebo.

After a vaccine is authorized by the FDA and made available to the public, experts are continuing to monitor the safety of COVID-19 vaccines to make sure even very rare side effects are identified and appropriate precautions are taken.


None of the normal steps in the vaccine vetting process were skipped in order to quickly develop these vaccines. Rapid development was possible because:

1. manufacturing started while the clinical trials were still underway (normally manufacturing doesn’t begin until after completion of the trials)
2. mRNA vaccines are faster to produce than other kinds of vaccines
3. FDA and CDC were and are prioritizing the review process for COVID-19 vaccines
4. researchers used existing clinical trial networks to quickly begin conducting the COVID vaccine trials."
How are you accommodating individuals who cannot stand in line very long?,"Each vaccination clinic has a special workflow to ensure individuals with disabilities can safely and comfortably access the site. Each site has designated parking for anyone with mobility challenges. Wheelchairs are available as needed onsite to provide access to registration, vaccination, and observation areas to minimize distances to walk between stations."
How can I prove my eligibility at a County Health System vaccination site?,"To demonstrate eligibility at County Health System vaccination sites, you should bring a document showing that you live, work, or attend school in Santa Clara County.

Please note that the requirements at vaccination sites run by other providers, such as Kaiser, Stanford, or Palo Alto Medical Foundation, may be different.

The County understands some individuals do not have an updated photo ID or traditional paystub and will accept any reasonable document. For convenience, below are examples of documents the County will accept."
How do COVID-19 vaccines keep us safe?,
How do I cancel an appointment with the County Health System?,"Right now, the way to cancel an appointment is the call Valley Connections at 408-970-2000.  We are working on additional methods to cancel appointments and expect to have more options soon."
How do I get a vaccine?,"The Stanford COVID Genie (https://genie.stanford.edu, SMS: 2542820431) helps you find available vaccines in your neighborhood. You can also find vaccines at VaccineFinder.org."
How do the Pfizer and Moderna vaccines compare?,Both vaccines provide 94-95% effectiveness at preventing severe illness after receiving both doses.
How do these vaccines protect me?,
How do vaccines get approved or authorized?,"Vaccines are approved or authorized by the FDA, which sets strict standards for clinical trials and rigorously evaluates scientific data submitted by vaccine developers.


In December 2020, the FDA authorized two versions of COVID-19 vaccines (Moderna and Pfizer-BioNTech) for the American public. A third (Johnson and Johnson/Janssen)was added in February 2021. As of April 13, CDC and FDA have recommended a pause in the use of the Johnson and Johnson’s Janssen COVID-19 Vaccine in the United States out of an abundance of caution.


Doctors and medical experts with many years of experience regulating vaccines evaluated information about the safety, effectiveness, and manufacturing quality of the vaccines prior to making their decision. They determined that the known and potential benefits of the vaccines outweigh any known or potential risks.


After a vaccine is authorized by the FDA and made available to the public, experts continue to keep track of data to help ensure safety and help us learn more about questions like whether vaccinated people can still get infected without having symptoms."
How effective are the COVID-19 vaccines?,"Very effective. Clinical trials involving tens of thousands of individuals have demonstrated that the Pfizer-BioNTech, Moderna, and Janssen (also known as Johnson & Johnson) vaccines are highly effective at preventing symptomatic COVID-19."
How long does a COVID-19 vaccine last?,"Immunization against COVID-19 will help protect you for the near future, but it’s still not clear how long the protection will last. We will have a clearer picture of how long immunity lasts in years to come when we have collected more data. "
How long does it take for the vaccine to take effect?,Starting from 2 weeks after the second dose (Pfizer/Moderna) or the single does (Janssen/Johnson & Johnson)
How long does protection from a COVID-19 vaccine last?,"We don’t know how long protection lasts for those who are vaccinated. What we do know is that COVID-19 has caused very serious illness and death for a lot of people. If you get COVID-19, you also risk giving it to loved ones who may get very sick. Getting a COVID-19 vaccine is a safer choice.
"
How many doses of COVID-19 vaccine will I need to get?,"To get the most protection:
- Two Pfizer-BioNTech vaccine doses should be given 3 weeks (21 days) apart.
- Two Moderna vaccine doses should be given 1 month (28 days) apart.
You should not get the second dose earlier than the recommended interval.
However, your second dose may be given up to 6 weeks (42 days) after the first dose, if necessary.. "
How much does it cost?,"COVID-19 vaccine is provided at 100% no cost to recipients. The federal government is providing the vaccine free of charge to all people living in the United States, regardless of their immigration or health insurance status. No one can be denied a vaccine if they are unable to pay a vaccine administration fee."
How was it determined that the COVID-19 vaccines are safe?,"COVID-19 vaccines are held to the same safety standards as all other vaccines in the U.S. These vaccines were reviewed by the federal government and the state of California to ensure safety and effectiveness. The FDA, CDC, and ACIP have all evaluated the trial information and determined the vaccines to be safe, effective, and of high quality.


Vaccines must go through a rigorous 3-phase testing and inspection before FDA authorization:

Phase 1: The vaccine is tested in a small number of generally healthy adults, usually between 20 and 80 people. It’s evaluated for safety, dosage, and any side effects. Experts also look at what type of immune response is created.

Phase 2: If there are no safety concerns from Phase I studies, the vaccine is given in various dosages to hundreds of adults who may have a variety of health issues and come from different backgrounds to make sure it is safe. These studies provide additional safety information on common short-term side effects and risks, examine the relationship between the dose given and the immune response, and may provide initial information regarding the effectiveness of the vaccine.

Phase 3: Experts broaden the study to include thousands of adults, from a variety of ages and backgrounds. They see how many people who got the vaccine were protected from the disease, compared to those who received a placebo.

After a vaccine is authorized by the FDA and made available to the public, experts are continuing to monitor the safety of COVID-19 vaccines to make sure even very rare side effects are identified and appropriate precautions are taken.


None of the normal steps in the vaccine vetting process were skipped in order to quickly develop these vaccines. Rapid development was possible because:

1. manufacturing started while the clinical trials were still underway (normally manufacturing doesn’t begin until after completion of the trials)
2. mRNA vaccines are faster to produce than other kinds of vaccines
3. FDA and CDC were and are prioritizing the review process for COVID-19 vaccines
4. researchers used existing clinical trial networks to quickly begin conducting the COVID vaccine trials."
How well do they work?,"So far, the data on the vaccines show that they are extremely effective at preventing severe illness from COVID-19. Clinical trials have been carried out on several COVID-19 vaccines to assess how effective they are. Other clinical trials are ongoing. The FDA has authorized some vaccines for use by the general public, after data from their trials showed them to be highly effective.

The vaccines will continue to be monitored closely in real-world conditions once they’ve been given to people, to ensure continued safety and to keep learning about things like whether you can still transmit the virus even if the vaccine protects you from being infected."
How were these vaccines made so quickly?,"The science behind the breakthrough had a head start. Researchers had already made progress developing vaccines for other types of coronaviruses: they applied lessons learned after the 2003 SARS epidemic and the 2012 MERS outbreak. They also learned a lot from creating a vaccine for Ebola — which isn’t a coronavirus but has taught us more about viruses.

Many researchers and medical experts have come together to develop the vaccine while still meeting the FDA’s rigorous requirements for safety and effectiveness. While regulators have streamlined some steps in the vaccine authorization process, the vaccines still needed to meet the agency’s rigorous, scientific standards for safety, effectiveness, and manufacturing quality.
"
How will I feel afterwards?,"It’s normal to experience some mild discomfort following a vaccine. This means it’s working and creating an immune response in your body.

You may feel soreness or experience some swelling in your arm. You may also feel tired, have a headache, fever, or chills. These symptoms do not mean you have COVID-19 — it’s not possible to get COVID-19 from the vaccine.

These side effects may impact your daily activities, but they shouldn’t last more than 2-3 days. If they continue or get worse, call your doctor, nurse, or clinic.

Even if you have these types of effects after your first shot, it’s important to make sure you get the second one, unless a vaccination provider or your doctor tells you not to get a second shot. Ask your doctor if you have questions. Your body takes time to build immunity. You may not be fully protected against COVID-19 until 1-2 weeks after your final shot.

In most cases, discomfort from fever or pain is normal. Contact your doctor or healthcare provider:
- If the redness or tenderness where you got the shot increases after 24 hours
- If your side effects are worrying you or do not seem to be going away after a few days
- If you develop severe headache, abdominal pain, leg pain, or shortness of breath within the first three weeks.
- If you get a COVID-19 vaccine and you think you might be having a severe allergic reaction after leaving the vaccination site, seek immediate medical care by calling 911. Learn more about COVID-19 vaccines and rare severe allergic reactions."
"I don't have a primary care doctor or insurance, where will I get my vaccine when I'm eligible?","Under the County’s ‘no wrong door’ policy, all providers (with the exception of the VA) will vaccinate eligible patients regardless of your healthcare provider or insurance. See above to check your eligibility and the latest options for how to book an appointment for your vaccination."
"I don't have insurance, can I get vaccine?","The federal government is providing the vaccine free of charge to all people living in the United States, regardless of their immigration or health insurance status."
"If I am pregnant or trying to get pregnant, can I still receive the vaccine?","Yes. COVID-19 vaccines are safe for you and your baby.

- The vaccines protect expectant mothers. Individuals who get COVID-19 while pregnant are at increased risk of severe illness. The vaccine will keep you safer.
- If you are trying to get pregnant, the vaccine is also recommended for you. There is no evidence it affects fertility.
- COVID-19 vaccine is safe for the developing baby. Research suggests that getting vaccinated both protects mothers and also passes on antibodies to babies that better protect them.
- Vaccination helps avoid pregnancy complications. People who get COVID-19 are at increased risk of pre-term birth.
Talk to your doctor for more information about vaccines and pregnancy."
"If I am pregnant, can I get a COVID-19 vaccine?","Yes, if you are pregnant, you might choose to be vaccinated. Based on how COVID-19 vaccines work, experts think they are unlikely to pose a specific risk for people who are pregnant. However, there are currently limited data on the safety of COVID-19 vaccines in pregnant people because these vaccines have not been widely studied in pregnant people. Systems are in place to continue to monitor vaccine safety, and so far, they have not identified any specific safety concerns for pregnant people. Clinical trials to evaluate the safety and efficacy of COVID-19 vaccines in pregnant people are underway or planned.
While a conversation with your healthcare provider might be helpful, it is not required before to vaccination. "
"If I have a medical condition, can I still receive the vaccine? What if I am immunocompromised?","Patients with underlying medical conditions can receive the vaccine. In fact, it is important that this group be vaccinated because they are at increased risk of having severe COVID-19 illness. Immunocompromised individuals (for example, persons living with HIV, transplant recipients, and those taking immunosuppressive medications) may receive the COVID-19 vaccines. However, because sufficient data is not yet available to establish vaccine efficacy in this population, immunocompromised individuals should be counseled by their healthcare provider on the potential for reduced immune response to the vaccine and the need to continue to follow all current guidance to protect themselves against COVID-19 even after getting vaccinated."
"If I have already had COVID-19 and recovered, do I still need to get vaccinated with a COVID-19 vaccine?","Yes, you should be vaccinated regardless of whether you already had COVID-19. That’s because experts do not yet know how long you are protected from getting sick again after recovering from COVID-19. Even if you have already recovered from COVID-19, it is possible—although rare—that you could be infected with the virus that causes COVID-19 again. 
If you were treated for COVID-19 with monoclonal antibodies or convalescent plasma, you should wait 90 days before getting a COVID-19 vaccine. Talk to your doctor if you are unsure what treatments you received or if you have more questions about getting a COVID-19 vaccine."
"If I have an underlying condition, can I get a COVID-19 vaccine?",People with underlying medical conditions can receive a COVID-19 vaccine as long as they have not had an immediate or severe allergic reaction to a COVID-19 vaccine or to any of the ingredients in the vaccine. Vaccination is an important consideration for adults of any age with certain underlying medical conditions because they are at increased risk for severe illness from COVID-19.
"If I have been exposed to COVID-19 in the past, do I still need to get vaccinated?",Yes. The CDC recommends that all persons who have been exposed to COVID-19 in the past be vaccinated. Individuals should complete their quarantine period prior to visiting a vaccination site.
"If I received my first dose of vaccine outside of Santa Clara County, how can I receive my second dose?","If there are appointments available, eligible individuals who received their first vaccination dose in another county, may register to receive their second dose in Santa Clara County. To make sure that you are scheduled into a site carrying the correct manufacturer for your second dose of the COVID-19 vaccine (Pfizer or Moderna), please call (408) 970-2000 to schedule your appointment. Online scheduling is only available for first dose appointments."
"If I've had COVID-19 in the past and recovered, do I still need to get vaccinated?","Yes. Due to the severe health risks associated with COVID-19 and the fact that reinfection with COVID-19 is possible, you should be vaccinated regardless of whether you already had a COVID-19 infection. If you were treated for COVID-19 with intravenous monoclonal antibodies or convalescent plasma, you should wait 90 days before getting a COVID vaccine. Otherwise, you can receive a vaccine dose after you have recovered from acute illness and have completed your isolation period. Talk to your doctor if you are unsure what treatment you received or if you have more questions about getting a vaccine. Experts do not yet know how long someone is protected from getting sick again after recovering from COVID-19. Note: Some healthcare organizations may prioritize for vaccination those who have not had a previous infection in the prior 90 days."
"If vaccines are coming, do I still have to wear a mask, keep a distance, and avoid gatherings, especially when indoors?","Yes. We all need to do our part to stay safe while we wait for vaccines to be widely available, and for a sufficient portion of the population to be vaccinated. Our county, like everyone else, has received a limited supply to start. More will come over time. This means we all need to work together to keep our risk of COVID-19 low. We can do that by protecting ourselves and others by wearing face masks, keeping our distance, and not gathering in groups, especially when indoors."
If vaccines work why do I still have to wear masks?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
My family member lives in a nursing home or other long-term care facility. When will he or she be vaccinated?,"The federal government has created a program under which CVS and Walgreens are responsible for vaccinating residents and staff in nursing homes and other long-term care facilities across the United States.  Most of these facilities in Santa Clara County are participating in this federal program, which began vaccinations in our county on December 28, 2020. The few facilities in Santa Clara County that chose not to enroll in this program will have residents and staff vaccinated through the County and its partners."
Should I be concerned if I or a loved one received the Johnson & Johnson COVID-19 vaccine?,"No. Any risk to you is extremely low.

On April 13, 2021, the County of Santa Clara and other healthcare providers paused the use of the Johnson & Johnson COVID-19 vaccine, also known as Janssen, as recommended out of an abundance of caution by federal and state authorities. The federal government and the vaccine manufacturer are investigating rare health incidents in 6 people living in other places in the country out of the nearly 7 million doses of Johnson & Johnson vaccine administered nationwide to see if they might be connected to the Johnson & Johnson vaccine. This is a part of the federal government system set up to keep medications safe.

If you were vaccinated with Johnson & Johnson vaccine more than a month ago, any risk to you is very low. If you got the vaccine within the last few weeks, any risk is also extremely low. The 6 people who experienced the rare health incident in other places had symptoms 6-13 days after vaccination. These symptoms included severe headache, severe abdominal pain, severe leg pain, and shortness of breath. If you have questions or are worried that you might have these symptoms, please contact your healthcare provider. It is important to remember that the vaccines were studied with tens of thousands of volunteers of different ages, races, and backgrounds and have been safely administered to millions of people nationwide. Studies have found that serious side effects are very rare, and the vaccines are very safe."
Should I get vaccinated if I had COVID-19 in the past and recovered?,"Yes!

You need the vaccine even if you have had COVID-19 in the past.

People who have been previously infected can be infected again, and the vaccine may provide additional protection."
Should I get vaccinated if I have been exposed to COVID-19 in the past?,"Yes!

The Centers for Disease Control and Prevention recommends that people who have been exposed to COVID-19 in the past be vaccinated."
"Should I still get tested, wear a mask, and avoid indoor gatherings and breakrooms if I've been fully vaccinated?","Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently. Unless a public health order or directive says otherwise, a person’s vaccination status does not exempt them from State and County public health orders and directives.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick. Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
Was the vaccine rushed?,"No.

The COVID vaccines are being held to the same safety standards as all other vaccines. They were developed quickly because they were highly prioritized.

Like First Class shipping, your package isn't thrown together and tossed at your doorstep. It still goes through the same channels and protocols, just at an accelerated place to meet the need."
