How can I prove my eligibility at a County Health System vaccination site?,"To demonstrate eligibility at County Health System vaccination sites, you should bring a document showing that you live, work, or attend school in Santa Clara County.

Please note that the requirements at vaccination sites run by other providers, such as Kaiser, Stanford, or Palo Alto Medical Foundation, may be different.

The County understands some individuals do not have an updated photo ID or traditional paystub and will accept any reasonable document. For convenience, below are examples of documents the County will accept."
How do COVID-19 vaccines keep us safe?,"Vaccines are the best protection we have against many serious illnesses. They protect us from diseases by teaching our immune systems how to fight viruses and infections — without actually getting sick from the disease.


COVID-19 can have serious and life-threatening complications, which is why it’s important for everyone who’s eligible to get vaccinated. If you’re not sure, ask your doctor if you should be immunized against COVID-19."
How do I cancel an appointment with the County Health System?,"Right now, the way to cancel an appointment is the call Valley Connections at 408-970-2000.  We are working on additional methods to cancel appointments and expect to have more options soon."
How do I get a vaccine?,"The Stanford COVID Genie (https://genie.stanford.edu, SMS: 2542820431) helps you find available vaccines in your neighborhood. You can also find vaccines at VaccineFinder.org."
How do the Pfizer and Moderna vaccines compare?,Both vaccines provide 94-95% effectiveness at preventing severe illness after receiving both doses.
How do these vaccines protect me?,"When we get a vaccine, it activates our immune response. This helps our bodies learn to fight off the virus without the danger of an actual infection. If we are exposed to the virus in the future, our immune system “remembers” how to fight it.

The Moderna and Pfizer vaccines use messenger RNA, or mRNA. mRNA vaccines do not contain a live virus — they give our bodies “instructions” for how to make and fight the harmless spike-shaped proteins that will protect against a COVID-19 infection. While these vaccines use new technology, researchers have been studying them for decades.
"
How do vaccines get approved or authorized?,"Vaccines are approved or authorized by the FDA, which sets strict standards for clinical trials and rigorously evaluates scientific data submitted by vaccine developers.


In December 2020, the FDA authorized two versions of COVID-19 vaccines (Moderna and Pfizer-BioNTech) for the American public. A third (Johnson and Johnson/Janssen)was added in February 2021. As of April 13, CDC and FDA have recommended a pause in the use of the Johnson and Johnson’s Janssen COVID-19 Vaccine in the United States out of an abundance of caution.


Doctors and medical experts with many years of experience regulating vaccines evaluated information about the safety, effectiveness, and manufacturing quality of the vaccines prior to making their decision. They determined that the known and potential benefits of the vaccines outweigh any known or potential risks.


After a vaccine is authorized by the FDA and made available to the public, experts continue to keep track of data to help ensure safety and help us learn more about questions like whether vaccinated people can still get infected without having symptoms."
How effective are the COVID-19 vaccines?,"Very effective. Clinical trials involving tens of thousands of individuals have demonstrated that the Pfizer-BioNTech, Moderna, and Janssen (also known as Johnson & Johnson) vaccines are highly effective at preventing symptomatic COVID-19."
How long does a COVID-19 vaccine last?,"Immunization against COVID-19 will help protect you for the near future, but it’s still not clear how long the protection will last. We will have a clearer picture of how long immunity lasts in years to come when we have collected more data. "
How long does it take for the vaccine to take effect?,Starting from 2 weeks after the second dose (Pfizer/Moderna) or the single does (Janssen/Johnson & Johnson)
How long does protection from a COVID-19 vaccine last?,"We don’t know how long protection lasts for those who are vaccinated. What we do know is that COVID-19 has caused very serious illness and death for a lot of people. If you get COVID-19, you also risk giving it to loved ones who may get very sick. Getting a COVID-19 vaccine is a safer choice.
"
How many doses of COVID-19 vaccine will I need to get?,"To get the most protection:
- Two Pfizer-BioNTech vaccine doses should be given 3 weeks (21 days) apart.
- Two Moderna vaccine doses should be given 1 month (28 days) apart.
You should not get the second dose earlier than the recommended interval.
However, your second dose may be given up to 6 weeks (42 days) after the first dose, if necessary.. "
How much does it cost?,"COVID-19 vaccine is provided at 100% no cost to recipients. The federal government is providing the vaccine free of charge to all people living in the United States, regardless of their immigration or health insurance status. No one can be denied a vaccine if they are unable to pay a vaccine administration fee."
How was it determined that the COVID-19 vaccines are safe?,"All authorized COVID-19 vaccines were tested in large clinical trials with tens of thousands of volunteers of different ages, races, and ethnicities to ensure their safety and effectiveness. The FDA, CDC, and ACIP have all evaluated the trial information and determined the vaccines to be safe, effective, and of high quality. These groups are continuing to monitor the safety of COVID-19 vaccines to make sure even very rare side effects are identified and appropriate precautions are taken."
How well do they work?,"So far, the data on the vaccines show that they are extremely effective at preventing severe illness from COVID-19. Clinical trials have been carried out on several COVID-19 vaccines to assess how effective they are. Other clinical trials are ongoing. The FDA has authorized some vaccines for use by the general public, after data from their trials showed them to be highly effective.

The vaccines will continue to be monitored closely in real-world conditions once they’ve been given to people, to ensure continued safety and to keep learning about things like whether you can still transmit the virus even if the vaccine protects you from being infected."
How were these vaccines made so quickly?,"The science behind the breakthrough had a head start. Researchers had already made progress developing vaccines for other types of coronaviruses: they applied lessons learned after the 2003 SARS epidemic and the 2012 MERS outbreak. They also learned a lot from creating a vaccine for Ebola — which isn’t a coronavirus but has taught us more about viruses.

Many researchers and medical experts have come together to develop the vaccine while still meeting the FDA’s rigorous requirements for safety and effectiveness. While regulators have streamlined some steps in the vaccine authorization process, the vaccines still needed to meet the agency’s rigorous, scientific standards for safety, effectiveness, and manufacturing quality.
"
How will I feel afterwards?,"It’s normal to experience some mild discomfort following a vaccine. This means it’s working and creating an immune response in your body.

You may feel soreness or experience some swelling in your arm. You may also feel tired, have a headache, fever, or chills. These symptoms do not mean you have COVID-19 — it’s not possible to get COVID-19 from the vaccine.

These side effects may impact your daily activities, but they shouldn’t last more than 2-3 days. If they continue or get worse, call your doctor, nurse, or clinic.

Even if you have these types of effects after your first shot, it’s important to make sure you get the second one, unless a vaccination provider or your doctor tells you not to get a second shot. Ask your doctor if you have questions. Your body takes time to build immunity. You may not be fully protected against COVID-19 until 1-2 weeks after your final shot.

In most cases, discomfort from fever or pain is normal. Contact your doctor or healthcare provider:
- If the redness or tenderness where you got the shot increases after 24 hours
- If your side effects are worrying you or do not seem to be going away after a few days
- If you develop severe headache, abdominal pain, leg pain, or shortness of breath within the first three weeks.
- If you get a COVID-19 vaccine and you think you might be having a severe allergic reaction after leaving the vaccination site, seek immediate medical care by calling 911. Learn more about COVID-19 vaccines and rare severe allergic reactions."
"I don't have a primary care doctor or insurance, where will I get my vaccine when I'm eligible?","Under the County’s ‘no wrong door’ policy, all providers (with the exception of the VA) will vaccinate eligible patients regardless of your healthcare provider or insurance. See above to check your eligibility and the latest options for how to book an appointment for your vaccination."
"I don't have insurance, can I get vaccine?","The federal government is providing the vaccine free of charge to all people living in the United States, regardless of their immigration or health insurance status."
"If I am pregnant or trying to get pregnant, can I still receive the vaccine?","Yes. COVID-19 vaccines are safe for you and your baby.

- The vaccines protect expectant mothers. Individuals who get COVID-19 while pregnant are at increased risk of severe illness. The vaccine will keep you safer.
- If you are trying to get pregnant, the vaccine is also recommended for you. There is no evidence it affects fertility.
- COVID-19 vaccine is safe for the developing baby. Research suggests that getting vaccinated both protects mothers and also passes on antibodies to babies that better protect them.
- Vaccination helps avoid pregnancy complications. People who get COVID-19 are at increased risk of pre-term birth.
Talk to your doctor for more information about vaccines and pregnancy."
"If I am pregnant, can I get a COVID-19 vaccine?","Yes, if you are pregnant, you might choose to be vaccinated. Based on how COVID-19 vaccines work, experts think they are unlikely to pose a specific risk for people who are pregnant. However, there are currently limited data on the safety of COVID-19 vaccines in pregnant people because these vaccines have not been widely studied in pregnant people. Systems are in place to continue to monitor vaccine safety, and so far, they have not identified any specific safety concerns for pregnant people. Clinical trials to evaluate the safety and efficacy of COVID-19 vaccines in pregnant people are underway or planned.
While a conversation with your healthcare provider might be helpful, it is not required before to vaccination. "
"If I have a medical condition, can I still receive the vaccine? What if I am immunocompromised?","Patients with underlying medical conditions can receive the vaccine. In fact, it is important that this group be vaccinated because they are at increased risk of having severe COVID-19 illness. Immunocompromised individuals (for example, persons living with HIV, transplant recipients, and those taking immunosuppressive medications) may receive the COVID-19 vaccines. However, because sufficient data is not yet available to establish vaccine efficacy in this population, immunocompromised individuals should be counseled by their healthcare provider on the potential for reduced immune response to the vaccine and the need to continue to follow all current guidance to protect themselves against COVID-19 even after getting vaccinated."
"If I have already had COVID-19 and recovered, do I still need to get vaccinated with a COVID-19 vaccine?","Yes, you should be vaccinated regardless of whether you already had COVID-19. That’s because experts do not yet know how long you are protected from getting sick again after recovering from COVID-19. Even if you have already recovered from COVID-19, it is possible—although rare—that you could be infected with the virus that causes COVID-19 again. 
If you were treated for COVID-19 with monoclonal antibodies or convalescent plasma, you should wait 90 days before getting a COVID-19 vaccine. Talk to your doctor if you are unsure what treatments you received or if you have more questions about getting a COVID-19 vaccine."
"If I have an underlying condition, can I get a COVID-19 vaccine?",People with underlying medical conditions can receive a COVID-19 vaccine as long as they have not had an immediate or severe allergic reaction to a COVID-19 vaccine or to any of the ingredients in the vaccine. Vaccination is an important consideration for adults of any age with certain underlying medical conditions because they are at increased risk for severe illness from COVID-19.
"If I have been exposed to COVID-19 in the past, do I still need to get vaccinated?",Yes. The CDC recommends that all persons who have been exposed to COVID-19 in the past be vaccinated. Individuals should complete their quarantine period prior to visiting a vaccination site.
"If I received my first dose of vaccine outside of Santa Clara County, how can I receive my second dose?","If there are appointments available, eligible individuals who received their first vaccination dose in another county, may register to receive their second dose in Santa Clara County. To make sure that you are scheduled into a site carrying the correct manufacturer for your second dose of the COVID-19 vaccine (Pfizer or Moderna), please call (408) 970-2000 to schedule your appointment. Online scheduling is only available for first dose appointments."
"If I've had COVID-19 in the past and recovered, do I still need to get vaccinated?","Yes. Due to the severe health risks associated with COVID-19 and the fact that reinfection with COVID-19 is possible, you should be vaccinated regardless of whether you already had a COVID-19 infection. If you were treated for COVID-19 with intravenous monoclonal antibodies or convalescent plasma, you should wait 90 days before getting a COVID vaccine. Otherwise, you can receive a vaccine dose after you have recovered from acute illness and have completed your isolation period. Talk to your doctor if you are unsure what treatment you received or if you have more questions about getting a vaccine. Experts do not yet know how long someone is protected from getting sick again after recovering from COVID-19. Note: Some healthcare organizations may prioritize for vaccination those who have not had a previous infection in the prior 90 days."
"If vaccines are coming, do I still have to wear a mask, keep a distance, and avoid gatherings, especially when indoors?","Yes. We all need to do our part to stay safe while we wait for vaccines to be widely available, and for a sufficient portion of the population to be vaccinated. Our county, like everyone else, has received a limited supply to start. More will come over time. This means we all need to work together to keep our risk of COVID-19 low. We can do that by protecting ourselves and others by wearing face masks, keeping our distance, and not gathering in groups, especially when indoors."
If vaccines work why do I still have to wear masks?,"Until enough Americans are vaccinated, it’s important to continue to wear a mask, stay 6 feet apart from people you don’t live with, avoid crowds, and wash your hands frequently.

Researchers are working to understand whether you can still carry the virus and spread it to others if you’ve had the vaccine and are protected from getting sick.

Continuing to wear a mask helps protect others while we learn more about how COVID-19 spreads. It also helps protect people who are not able to get vaccinated — such as pregnant women or young children."
My family member lives in a nursing home or other long-term care facility. When will he or she be vaccinated?,"The federal government has created a program under which CVS and Walgreens are responsible for vaccinating residents and staff in nursing homes and other long-term care facilities across the United States.  Most of these facilities in Santa Clara County are participating in this federal program, which began vaccinations in our county on December 28, 2020. The few facilities in Santa Clara County that chose not to enroll in this program will have residents and staff vaccinated through the County and its partners."
Should I be concerned if I or a loved one received the Johnson & Johnson COVID-19 vaccine?,"No. Any risk to you is extremely low.

On April 13, 2021, the County of Santa Clara and other healthcare providers paused the use of the Johnson & Johnson COVID-19 vaccine, also known as Janssen, as recommended out of an abundance of caution by federal and state authorities. The federal government and the vaccine manufacturer are investigating rare health incidents in 6 people living in other places in the country out of the nearly 7 million doses of Johnson & Johnson vaccine administered nationwide to see if they might be connected to the Johnson & Johnson vaccine. This is a part of the federal government system set up to keep medications safe.

If you were vaccinated with Johnson & Johnson vaccine more than a month ago, any risk to you is very low. If you got the vaccine within the last few weeks, any risk is also extremely low. The 6 people who experienced the rare health incident in other places had symptoms 6-13 days after vaccination. These symptoms included severe headache, severe abdominal pain, severe leg pain, and shortness of breath. If you have questions or are worried that you might have these symptoms, please contact your healthcare provider. It is important to remember that the vaccines were studied with tens of thousands of volunteers of different ages, races, and backgrounds and have been safely administered to millions of people nationwide. Studies have found that serious side effects are very rare, and the vaccines are very safe."
Should I get vaccinated if I had COVID-19 in the past and recovered?,"Yes!

You need the vaccine even if you have had COVID-19 in the past.

People who have been previously infected can be infected again, and the vaccine may provide additional protection."
Should I get vaccinated if I have been exposed to COVID-19 in the past?,"Yes!

The Centers for Disease Control and Prevention recommends that people who have been exposed to COVID-19 in the past be vaccinated."
"Should I still get tested, wear a mask, and avoid indoor gatherings and breakrooms if I've been fully vaccinated?","Yes. At this time, the Public Health Department’s recommendations for testing and other recommendations apply even if you’ve been fully vaccinated. Regular testing for frontline workers and others with exposure to the public continues to be particularly important. Public Health will adjust its recommendations in the future based on new data and evidence as they come in."
Was the vaccine rushed?,"No.

The COVID vaccines are being held to the same safety standards as all other vaccines. They were developed quickly because they were highly prioritized.

Like First Class shipping, your package isn't thrown together and tossed at your doorstep. It still goes through the same channels and protocols, just at an accelerated place to meet the need."
What are the differences in the vaccines?,"All authorized COVID-19 vaccines provide significant protection from serious illness and hospitalization. Getting vaccinated against COVID-19 and following CDC’s recommendations to protect yourself and others will offer the best protection from COVID-19.

The Moderna vaccine is recommended for people age 18+ and includes 2 shots spaced 28 days apart. It is a messenger RNA, or mRNA, vaccine. Based on evidence from clinical trials, the Moderna vaccine was 94% effective at preventing COVID-19 and provides significant protection against serious illness.

The Pfizer-BioNTech vaccine is recommended for people age 16+ and include 2 shots spaced 21 days apart. It is an mRNA vaccine. Based on evidence from clinical trials, the Pfizer vaccine was 95% effective at preventing COVID-19 and provides significant protection against serious illness.

As of April 13, CDC and FDA have recommended a pause in the use of the Johnson and Johnson’s Janssen COVID-19 Vaccine in the United States out of an abundance of caution. The Johnson & Johnson/Janssen vaccine is delivered in one shot only. It is a viral vector vaccine. Based on evidence from clinical trials, the Johnson & Johnson vaccine was 72% effective at preventing COVID-19 and provides significant protection against serious illness."
What are the ingredients in COVID-19 vaccines?,"The Pfizer-BioNTech COVID-19 Vaccine includes the following ingredients: mRNA, lipids, potassium chloride, monobasic potassium phosphate, sodium chloride, dibasic sodium phosphate dihydrate, and sucrose. The Moderna COVID-19 Vaccine contains the following ingredients: mRNA, lipids, tromethamine, tromethamine hydrochloride, acetic acid, sodium acetate trihydrate, and sucrose."
What are the most common side effects after getting a COVID-19 vaccine?,"After getting vaccinated, you might have some side effects, which are normal signs that your body is building protection. Common side effects are pain, redness, and swelling in the arm where you received the shot, as well as tiredness, headache, muscle pain, chills, fever, and nausea throughout the rest of the body. These side effects could affect your ability to do daily activities, but they should go away in a few days.  You can treat symptoms after vaccination with tylenol or ibuprofen.  If you have severe symptoms, or they persist beyond 72 hours, call your doctor.  If you had Johnson and Johnson within the past three weeks, call your doctor immediately if you develop severe headache, abdominal pain, leg pain, or shortness of breath."
What are the side effects of the COVID-19 vaccine?,"Vaccine recipients commonly experience mild to moderate side effects that occur within the first three days of vaccination and resolve within 1-3 days of onset. These are normal signs that your body is building protection. Common side effects include mild to moderate pain, swelling, or redness at the injection site and/or mild to moderate flu-like symptoms (for example, fever, fatigue, headache, chills, muscle aches). Serious side effects are very rare."
What can I do when I’m fully vaccinated?,"Fully vaccinated people (full immunity takes ~2 weeks after your final shot) can gather indoors, without physical distancing or wearing masks, with:

- Other people who are fully vaccinated
- Unvaccinated people from one other household, unless any of the people in that household has an increased risk for severe illness from COVID-19

If you’ve been around someone who has COVID-19 after you’ve been vaccinated, you do not need to stay away from others or get tested unless you have symptoms.
- BUT, if you live in a group setting (like a correctional or detention facility or group home) and are around someone who has COVID-19, you should still stay away from others for 14 days and get tested, even if you don’t have symptoms.

Until more is known, fully vaccinated people should continue to wear masks and stay 6 feet apart from other people in other settings, like when they are in public or visiting with unvaccinated people from multiple households."
What if I got the Johnson and Johnson vaccine?,"As of April 13, CDC and FDA have recommended a pause in the use of the Johnson and Johnson’s Janssen COVID-19 Vaccine in the United States out of an abundance of caution. Doctors and other health experts are reviewing the specifics and will continue to provide the latest information.


CDC and FDA have noted that adverse events appear to be extremely rare. As of April 12, nearly 7 million J&J doses have been administered, and CDC and FDA are investigating 6 cases of an extremely rare type of blood clot in individuals after receiving the J&J vaccine. People who have received the J&J/Janssen COVID-19 Vaccine within the past three weeks who develop severe headache, abdominal pain, leg pain, or shortness of breath should contact their healthcare provider.


The CDC and FDA continue to recommend the Pfizer and Moderna versions of COVID-19 vaccines, and the United States has already secured enough Pfizer and Moderna doses for 300 million Americans."
What if I have an underlying health condition?,"People with underlying medical conditions can receive the FDA-authorized COVID-19 vaccines. In fact, vaccination is especially important for adults of any age with certain underlying medical conditions, like diabetes and high blood pressure, because they are at increased risk for severe illness from COVID-19. Ask your doctor if you have specific questions.

People who have autoimmune conditions and who have previously had Guillan-Barre syndrome or Bell’s palsy may receive a COVID-19 vaccine."
What is the update on the Johnson & Johnson's Janssen COVID-19 Vaccine?,"Regulators have paused the use of Johnson & Johnson’s (J&J/Janssen) COVID-19 Vaccine in the United States out of an abundance of caution, effective Tuesday, April 13. People who have received the J&J/Janssen COVID-19 Vaccine within the past three weeks who develop severe headache, abdominal pain, leg pain, or shortness of breath should seek medical care right away. It will hopefully be back in use soon, possibly with limitations or recommendations. "
What type of vaccine will I get?,"While supplies are limited, if you are in one of the groups recommended to take the vaccine, you will need to get whichever vaccine is available in your area. It’s possible that in the coming months, as production increases and more vaccines get approved for use, that people will have options for which shot to get.

The bottom line is that every vaccine that is recommended by FDA and CDC has been thoroughly tested and found to be effective and safe.

You’ll get a card or fact sheet at your vaccination site that will tell you about the vaccine and help you understand the details. Your card will tell you which kind of vaccine you get and when to get the second dose, if applicable."
What types of vaccines are there?,"Moderna and Pfizer are Messenger RNA (mRNA) vaccines, and Johnson and Johnson is a viral vector vaccine. Both vaccines teach our bodies how to protect us from the viruses that contain them. They produce antibodies, which are part of our body’s immune system defenses, that fight off the virus if it enters our bodies. It’s important to note that none of these vaccines affect our DNA in any way. "
What will it cost to get a COVID-19 vaccine?,"COVID-19 vaccines are available at no cost, but they are only available to eligible individuals."
What’s it like to get vaccinated against COVID-19?,"Getting a COVID-19 vaccine will be a lot like getting any other shot.

When you go in, you’ll be given a fact sheet that tells you more about the specific vaccine you’re being offered.

Once you’ve had the vaccine, you will receive a vaccination card with the date, location, and type of vaccine you received. You might also get a card reminding you when to come back for the second shot if applicable.
"
When can I get vaccinated?,"Now! In the United States, everyone age 16 and over is currently eligible to receive COVID-19 vaccines."
When do the vaccines take full effect?,Starting from two weeks after receiving the second dose for Pfizer-BioNTech and Moderna or the single dose Janssen/Johnson & Johnson.
Where will most people get vaccinated when they become eligible?,"Like other vaccines, many people will receive COVID-19 vaccination through their primary care provider. All large health systems including Kaiser, Palo Alto Medical Foundation, the County’s hospitals and clinics, Stanford Healthcare, and some smaller community clinics have been allocated vaccine to vaccinate their patients as they become eligible. Other entities like the large pharmacy chains (for example, CVS, Rite Aid) are also beginning to offer COVID-19 vaccination to eligible members of the public."
Who determines how many doses of vaccine are available in Santa Clara County?,"The State of California sets the number of doses of vaccine that go to each county. The County Public Health Department is then directed to apportion a subset of these doses to healthcare providers in the County, according to directions from the state and federal government. Some other organizations with facilities in Santa Clara County get additional supplies of vaccine from the state or federal government. These organizations include federal government agencies and large health care systems that operate in more than one county (including Kaiser and Sutter/Palo Alto Medical Foundation). Large retail pharmacies receive additional supplies."
Who is currently eligible to be vaccinated?,"All individuals age 16 and older who live, work, or attend school in Santa Clara County are eligible to be vaccinated."
Who is paying for the COVID-19 vaccines?,"The federal government is providing the vaccine free of charge to all people living in the United States, regardless of their immigration or health insurance status."
